wl,n,k
4.28E-01,3.42E+00,5.80E-01
4.30E-01,3.41E+00,5.73E-01
4.31E-01,3.40E+00,5.66E-01
4.32E-01,3.39E+00,5.59E-01
4.34E-01,3.38E+00,5.53E-01
4.35E-01,3.37E+00,5.46E-01
4.36E-01,3.36E+00,5.40E-01
4.38E-01,3.36E+00,5.35E-01
4.39E-01,3.35E+00,5.29E-01
4.41E-01,3.34E+00,5.24E-01
4.42E-01,3.33E+00,5.19E-01
4.44E-01,3.33E+00,5.14E-01
4.45E-01,3.32E+00,5.09E-01
4.46E-01,3.31E+00,5.04E-01
4.48E-01,3.30E+00,4.99E-01
4.49E-01,3.30E+00,4.95E-01
4.51E-01,3.29E+00,4.91E-01
4.52E-01,3.28E+00,4.86E-01
4.54E-01,3.28E+00,4.82E-01
4.55E-01,3.27E+00,4.78E-01
4.57E-01,3.27E+00,4.74E-01
4.58E-01,3.26E+00,4.71E-01
4.60E-01,3.25E+00,4.67E-01
4.61E-01,3.25E+00,4.63E-01
4.63E-01,3.24E+00,4.59E-01
4.65E-01,3.24E+00,4.56E-01
4.66E-01,3.23E+00,4.52E-01
4.68E-01,3.23E+00,4.49E-01
4.69E-01,3.22E+00,4.45E-01
4.71E-01,3.22E+00,4.42E-01
4.72E-01,3.21E+00,4.38E-01
4.74E-01,3.20E+00,4.34E-01
4.76E-01,3.20E+00,4.31E-01
4.77E-01,3.19E+00,4.27E-01
4.79E-01,3.19E+00,4.24E-01
4.81E-01,3.18E+00,4.20E-01
4.82E-01,3.18E+00,4.18E-01
4.84E-01,3.17E+00,4.17E-01
4.86E-01,3.16E+00,4.24E-01
4.88E-01,3.17E+00,4.27E-01
4.89E-01,3.18E+00,4.08E-01
4.91E-01,3.17E+00,3.98E-01
4.93E-01,3.16E+00,3.93E-01
4.95E-01,3.15E+00,3.91E-01
4.96E-01,3.14E+00,3.89E-01
4.98E-01,3.13E+00,3.87E-01
5.00E-01,3.13E+00,3.86E-01
5.02E-01,3.12E+00,3.85E-01
5.04E-01,3.12E+00,3.84E-01
5.06E-01,3.11E+00,3.83E-01
5.07E-01,3.11E+00,3.82E-01
5.09E-01,3.10E+00,3.81E-01
5.11E-01,3.10E+00,3.80E-01
5.13E-01,3.09E+00,3.79E-01
5.15E-01,3.09E+00,3.78E-01
5.17E-01,3.09E+00,3.77E-01
5.19E-01,3.08E+00,3.76E-01
5.21E-01,3.08E+00,3.75E-01
5.23E-01,3.08E+00,3.74E-01
5.25E-01,3.07E+00,3.73E-01
5.27E-01,3.07E+00,3.73E-01
5.29E-01,3.07E+00,3.72E-01
5.31E-01,3.06E+00,3.71E-01
5.33E-01,3.06E+00,3.70E-01
5.35E-01,3.06E+00,3.70E-01
5.37E-01,3.05E+00,3.69E-01
5.39E-01,3.05E+00,3.68E-01
5.41E-01,3.05E+00,3.67E-01
5.43E-01,3.05E+00,3.67E-01
5.46E-01,3.04E+00,3.66E-01
5.48E-01,3.04E+00,3.65E-01
5.50E-01,3.04E+00,3.64E-01
5.52E-01,3.04E+00,3.64E-01
5.54E-01,3.04E+00,3.63E-01
5.57E-01,3.03E+00,3.62E-01
5.59E-01,3.03E+00,3.61E-01
5.61E-01,3.03E+00,3.61E-01
5.64E-01,3.03E+00,3.60E-01
5.66E-01,3.03E+00,3.59E-01
5.68E-01,3.03E+00,3.58E-01
5.71E-01,3.02E+00,3.58E-01
5.73E-01,3.02E+00,3.57E-01
5.75E-01,3.02E+00,3.56E-01
5.78E-01,3.02E+00,3.55E-01
5.80E-01,3.02E+00,3.54E-01
5.83E-01,3.02E+00,3.54E-01
5.85E-01,3.02E+00,3.53E-01
5.88E-01,3.02E+00,3.52E-01
5.90E-01,3.02E+00,3.51E-01
5.93E-01,3.02E+00,3.50E-01
5.95E-01,3.02E+00,3.49E-01
5.98E-01,3.01E+00,3.48E-01
6.00E-01,3.01E+00,3.47E-01
6.03E-01,3.01E+00,3.46E-01
6.06E-01,3.01E+00,3.45E-01
6.08E-01,3.01E+00,3.44E-01
6.11E-01,3.01E+00,3.43E-01
6.14E-01,3.01E+00,3.41E-01
6.17E-01,3.01E+00,3.40E-01
6.19E-01,3.01E+00,3.39E-01
6.22E-01,3.01E+00,3.37E-01
6.25E-01,3.01E+00,3.36E-01
6.28E-01,3.01E+00,3.35E-01
6.31E-01,3.01E+00,3.33E-01
6.34E-01,3.01E+00,3.32E-01
6.37E-01,3.01E+00,3.30E-01
6.40E-01,3.02E+00,3.28E-01
6.43E-01,3.02E+00,3.27E-01
6.46E-01,3.02E+00,3.25E-01
6.49E-01,3.02E+00,3.23E-01
6.52E-01,3.02E+00,3.21E-01
6.55E-01,3.02E+00,3.19E-01
6.58E-01,3.02E+00,3.17E-01
6.61E-01,3.02E+00,3.15E-01
6.64E-01,3.02E+00,3.12E-01
6.67E-01,3.02E+00,3.10E-01
6.71E-01,3.03E+00,3.07E-01
6.74E-01,3.03E+00,3.05E-01
6.77E-01,3.03E+00,3.02E-01
6.81E-01,3.03E+00,2.99E-01
6.84E-01,3.03E+00,2.96E-01
6.88E-01,3.03E+00,2.93E-01
6.91E-01,3.03E+00,2.89E-01
6.94E-01,3.04E+00,2.86E-01
6.98E-01,3.04E+00,2.82E-01
7.02E-01,3.04E+00,2.78E-01
7.05E-01,3.04E+00,2.74E-01
7.09E-01,3.04E+00,2.70E-01
7.12E-01,3.05E+00,2.66E-01
7.16E-01,3.05E+00,2.61E-01
7.20E-01,3.05E+00,2.56E-01
7.24E-01,3.05E+00,2.50E-01
7.28E-01,3.06E+00,2.45E-01
7.31E-01,3.06E+00,2.39E-01
7.35E-01,3.06E+00,2.32E-01
7.39E-01,3.06E+00,2.26E-01
7.43E-01,3.06E+00,2.18E-01
7.47E-01,3.07E+00,2.10E-01
7.51E-01,3.07E+00,2.02E-01
7.56E-01,3.07E+00,1.93E-01
7.60E-01,3.07E+00,1.83E-01
7.64E-01,3.07E+00,1.72E-01
7.68E-01,3.07E+00,1.60E-01
7.72E-01,3.07E+00,1.48E-01
7.77E-01,3.06E+00,1.35E-01
7.81E-01,3.05E+00,1.29E-01
7.86E-01,3.05E+00,1.38E-01
7.90E-01,3.08E+00,1.18E-01
7.95E-01,3.06E+00,8.24E-02
7.99E-01,3.04E+00,6.76E-02
8.04E-01,3.03E+00,6.08E-02
8.09E-01,3.01E+00,5.71E-02
8.14E-01,3.00E+00,5.46E-02
8.18E-01,2.99E+00,5.28E-02
8.23E-01,2.98E+00,5.14E-02
8.28E-01,2.97E+00,5.03E-02
8.33E-01,2.96E+00,4.93E-02
8.38E-01,2.96E+00,4.85E-02
8.44E-01,2.95E+00,4.77E-02
8.49E-01,2.94E+00,4.71E-02
8.54E-01,2.94E+00,4.64E-02
8.59E-01,2.93E+00,4.58E-02
8.65E-01,2.92E+00,4.53E-02
8.70E-01,2.92E+00,4.48E-02
8.76E-01,2.91E+00,4.42E-02
8.81E-01,2.91E+00,4.38E-02
8.87E-01,2.90E+00,4.33E-02
8.93E-01,2.90E+00,4.29E-02
8.99E-01,2.89E+00,4.24E-02
9.05E-01,2.89E+00,4.20E-02
9.11E-01,2.89E+00,4.16E-02
9.17E-01,2.88E+00,4.12E-02
9.23E-01,2.88E+00,4.08E-02
9.29E-01,2.87E+00,4.04E-02
9.35E-01,2.87E+00,4.00E-02
9.42E-01,2.87E+00,3.97E-02
9.48E-01,2.86E+00,3.93E-02
9.55E-01,2.86E+00,3.89E-02
9.62E-01,2.86E+00,3.86E-02
9.68E-01,2.85E+00,3.82E-02
9.75E-01,2.85E+00,3.79E-02
9.82E-01,2.85E+00,3.75E-02
9.89E-01,2.84E+00,3.72E-02
9.96E-01,2.84E+00,3.69E-02
1.00E+00,2.84E+00,3.66E-02
1.01E+00,2.83E+00,3.62E-02
1.02E+00,2.83E+00,3.59E-02
1.03E+00,2.83E+00,3.56E-02
1.03E+00,2.83E+00,3.53E-02
1.04E+00,2.82E+00,3.50E-02
1.05E+00,2.82E+00,3.47E-02
1.06E+00,2.82E+00,3.44E-02
1.07E+00,2.81E+00,3.41E-02
1.07E+00,2.81E+00,3.38E-02
1.08E+00,2.81E+00,3.35E-02
1.09E+00,2.81E+00,3.32E-02
1.10E+00,2.80E+00,3.29E-02
1.11E+00,2.80E+00,3.26E-02
1.12E+00,2.80E+00,3.24E-02
1.13E+00,2.80E+00,3.21E-02
