wl,n,k
5.62E-01,4.19E+00,1.53E-01
5.65E-01,4.18E+00,1.46E-01
5.68E-01,4.16E+00,1.39E-01
5.72E-01,4.15E+00,1.32E-01
5.75E-01,4.14E+00,1.26E-01
5.78E-01,4.12E+00,1.20E-01
5.81E-01,4.11E+00,1.15E-01
5.84E-01,4.10E+00,1.09E-01
5.88E-01,4.09E+00,1.04E-01
5.91E-01,4.07E+00,9.90E-02
5.94E-01,4.06E+00,9.42E-02
5.98E-01,4.05E+00,8.97E-02
6.01E-01,4.04E+00,8.53E-02
6.05E-01,4.03E+00,8.12E-02
6.08E-01,4.01E+00,7.73E-02
6.12E-01,4.00E+00,7.35E-02
6.15E-01,3.99E+00,6.99E-02
6.19E-01,3.98E+00,6.65E-02
6.22E-01,3.97E+00,6.32E-02
6.26E-01,3.96E+00,6.01E-02
6.30E-01,3.95E+00,5.71E-02
6.34E-01,3.94E+00,5.42E-02
6.38E-01,3.93E+00,5.15E-02
6.42E-01,3.92E+00,4.89E-02
6.45E-01,3.91E+00,4.65E-02
6.49E-01,3.90E+00,4.42E-02
6.54E-01,3.89E+00,4.19E-02
6.58E-01,3.88E+00,3.98E-02
6.62E-01,3.87E+00,3.78E-02
6.66E-01,3.86E+00,3.59E-02
6.70E-01,3.85E+00,3.40E-02
6.75E-01,3.84E+00,3.23E-02
6.79E-01,3.83E+00,3.06E-02
6.83E-01,3.82E+00,2.90E-02
6.88E-01,3.82E+00,2.76E-02
6.92E-01,3.81E+00,2.61E-02
6.97E-01,3.80E+00,2.48E-02
7.02E-01,3.79E+00,2.35E-02
7.06E-01,3.78E+00,2.23E-02
7.11E-01,3.77E+00,2.11E-02
7.16E-01,3.77E+00,2.00E-02
7.21E-01,3.76E+00,1.89E-02
7.26E-01,3.75E+00,1.79E-02
7.31E-01,3.74E+00,1.70E-02
7.36E-01,3.74E+00,1.61E-02
7.41E-01,3.73E+00,1.52E-02
7.47E-01,3.72E+00,1.44E-02
7.52E-01,3.71E+00,1.36E-02
7.57E-01,3.71E+00,1.29E-02
7.63E-01,3.70E+00,1.22E-02
7.68E-01,3.69E+00,1.16E-02
7.74E-01,3.69E+00,1.09E-02
7.80E-01,3.68E+00,1.03E-02
7.86E-01,3.67E+00,9.78E-03
7.92E-01,3.67E+00,9.24E-03
7.98E-01,3.66E+00,8.74E-03
8.04E-01,3.66E+00,8.26E-03
8.10E-01,3.65E+00,7.80E-03
8.16E-01,3.64E+00,7.37E-03
8.23E-01,3.64E+00,6.96E-03
8.29E-01,3.63E+00,6.58E-03
8.36E-01,3.63E+00,6.21E-03
8.43E-01,3.62E+00,5.86E-03
8.49E-01,3.61E+00,5.53E-03
8.56E-01,3.61E+00,5.22E-03
8.63E-01,3.60E+00,4.92E-03
8.71E-01,3.60E+00,4.64E-03
8.78E-01,3.59E+00,4.38E-03
8.85E-01,3.59E+00,4.13E-03
8.93E-01,3.58E+00,3.89E-03
9.00E-01,3.58E+00,3.67E-03
9.08E-01,3.57E+00,3.46E-03
9.16E-01,3.57E+00,3.26E-03
9.24E-01,3.56E+00,3.07E-03
9.32E-01,3.56E+00,2.89E-03
9.41E-01,3.55E+00,2.72E-03
9.49E-01,3.55E+00,2.56E-03
9.58E-01,3.54E+00,2.41E-03
9.67E-01,3.54E+00,2.26E-03
9.76E-01,3.53E+00,2.13E-03
9.85E-01,3.53E+00,2.00E-03
9.94E-01,3.52E+00,1.88E-03
1.00E+00,3.52E+00,1.77E-03
1.01E+00,3.52E+00,1.66E-03
1.02E+00,3.51E+00,1.56E-03
1.03E+00,3.51E+00,1.46E-03
1.04E+00,3.50E+00,1.37E-03
1.05E+00,3.50E+00,1.29E-03
1.07E+00,3.50E+00,1.21E-03
1.08E+00,3.49E+00,1.13E-03
1.09E+00,3.49E+00,1.06E-03
1.10E+00,3.48E+00,9.96E-04
1.11E+00,3.48E+00,9.33E-04
1.12E+00,3.48E+00,8.74E-04
1.13E+00,3.47E+00,8.18E-04
1.15E+00,3.47E+00,7.66E-04
1.16E+00,3.47E+00,7.16E-04
1.17E+00,3.46E+00,6.70E-04
1.19E+00,3.46E+00,6.27E-04
1.20E+00,3.46E+00,5.86E-04
1.21E+00,3.45E+00,5.47E-04
1.23E+00,3.45E+00,5.11E-04
1.24E+00,3.45E+00,4.78E-04
1.26E+00,3.44E+00,4.46E-04
1.27E+00,3.44E+00,4.16E-04
1.29E+00,3.44E+00,3.88E-04
1.30E+00,3.43E+00,3.62E-04
1.32E+00,3.43E+00,3.37E-04
1.34E+00,3.43E+00,3.14E-04
1.35E+00,3.42E+00,2.93E-04
1.37E+00,3.42E+00,2.73E-04
1.39E+00,3.42E+00,2.54E-04
1.41E+00,3.42E+00,2.36E-04
1.43E+00,3.41E+00,2.20E-04
1.45E+00,3.41E+00,2.04E-04
1.47E+00,3.41E+00,1.90E-04
1.49E+00,3.41E+00,1.76E-04
1.51E+00,3.40E+00,1.64E-04
1.53E+00,3.40E+00,1.52E-04
1.55E+00,3.40E+00,1.41E-04
1.58E+00,3.40E+00,1.31E-04
1.60E+00,3.39E+00,1.21E-04
1.63E+00,3.39E+00,1.12E-04
1.65E+00,3.39E+00,1.04E-04
1.68E+00,3.39E+00,9.61E-05
1.71E+00,3.38E+00,8.89E-05
1.73E+00,3.38E+00,8.22E-05
1.76E+00,3.38E+00,7.59E-05
1.79E+00,3.38E+00,7.01E-05
1.83E+00,3.38E+00,6.48E-05
1.86E+00,3.37E+00,5.97E-05
1.89E+00,3.37E+00,5.51E-05
1.93E+00,3.37E+00,5.08E-05
1.96E+00,3.37E+00,4.68E-05
2.00E+00,3.37E+00,4.31E-05
2.04E+00,3.36E+00,3.96E-05
2.08E+00,3.36E+00,3.64E-05
2.12E+00,3.36E+00,3.35E-05
2.16E+00,3.36E+00,3.08E-05
2.21E+00,3.36E+00,2.82E-05
2.26E+00,3.36E+00,2.59E-05
2.31E+00,3.35E+00,2.37E-05
2.36E+00,3.35E+00,2.17E-05
2.41E+00,3.35E+00,1.99E-05
2.47E+00,3.35E+00,1.82E-05
2.53E+00,3.35E+00,1.66E-05
2.59E+00,3.35E+00,1.52E-05
2.66E+00,3.35E+00,1.38E-05
2.73E+00,3.34E+00,1.26E-05
2.80E+00,3.34E+00,1.15E-05
2.88E+00,3.34E+00,1.04E-05
2.96E+00,3.34E+00,9.50E-06
3.04E+00,3.34E+00,8.62E-06
3.13E+00,3.34E+00,7.82E-06
3.23E+00,3.34E+00,7.08E-06
3.33E+00,3.34E+00,6.41E-06
3.44E+00,3.34E+00,5.79E-06
3.56E+00,3.33E+00,5.23E-06
3.68E+00,3.33E+00,4.71E-06
3.82E+00,3.33E+00,4.24E-06
3.96E+00,3.33E+00,3.81E-06
4.12E+00,3.33E+00,3.42E-06
4.29E+00,3.33E+00,3.06E-06
4.47E+00,3.33E+00,2.73E-06
4.67E+00,3.33E+00,2.44E-06
4.89E+00,3.33E+00,2.17E-06
5.13E+00,3.33E+00,1.93E-06
5.39E+00,3.33E+00,1.71E-06
5.68E+00,3.33E+00,1.51E-06
6.01E+00,3.32E+00,1.33E-06
6.37E+00,3.32E+00,1.16E-06
6.78E+00,3.32E+00,1.02E-06
7.25E+00,3.32E+00,8.83E-07
7.79E+00,3.32E+00,7.64E-07
8.42E+00,3.32E+00,6.57E-07
9.15E+00,3.32E+00,5.62E-07
1.00E+01,3.32E+00,4.76E-07
1.11E+01,3.32E+00,4.00E-07
1.24E+01,3.32E+00,3.32E-07
